		eng	acu	afr	ake	alb	amu	ara	arm	baq	bsn	bul	cak	ceb	cha	chi	chq	chr	chu	cjp	cni	cop	crp	cze	dan	deu	dik	dje	dop	epo	est	ewe	fin	fra	gbi	glv	got	grc	gre	guj	hin	hrv	hun	ind	isl	ita	jak	jap	jiv	kab	kbh	kor	lat	lav	lit	mam	mao	mar	mya	nep	nhg	nld	nor	ojb	pck	pes	plt	pol	por	pot	ppk	quc	quw	rom	rum	rus	shi	slk	slv	sna	som	spa	srp	ssw	swe	syr	tel	tgl	tha	tmh	tur	ukr	usp	wal	wol	xho	zul
177	b.MAR.1.37a	when	NULL	toe	tai	kur	jnda	ولما	երբ	NULL	NULL	симон	tek	NULL	anae	見	mɨ	NULL	NULL	NA	NULL	ⲟⲩⲟϩ	lè	když	NULL	da	wen	kaŋ	kɔma	NULL	NULL	esi	NULL	quand	de	tra	NULL	NULL	NULL	ય	जब	kad	mikor	setelah	þegar	NULL	hayet	NULL	NULL	mi	ora	NULL	cum	kad	NULL	atzaj	ka	ह	NULL	NULL	ijcuac	NA	og	ᐁᒥᑲᐙᐙᒡ	huan	چون	NULL	NULL	quando	NA	NULL	aretak	NULL	kana	cînd	NULL	llig	keď	ko	NULL	goortay	NULL	NULL	walipomwona	när	ܘܟܕ	NULL	NULL	เม	NA	NULL	NULL	cuando	NULL	bi	NULL	NULL
178	b.MAR.2.4a	when	aints	toe	tʉuya	duke	quia	واذ	երբ	aguer	NULL	като	NULL	kay	anae	NULL	ie	NULL	NULL	NA	ari	ⲟⲩⲟϩ	wè	když	da	da	wen	waato	NULL	NULL	kui	NULL	kun	comme	NULL	tra	NULL	NULL	δυναμενοι	ય	जब	NULL	mivel	NULL	þegar	NULL	NULL	NULL	jeawar	akken	NULL	무리를	cum	kad	NULL	NULL	NULL	व	သ	ल	quemaj	zag	da	NULL	huan	چون	satria	gdy	NULL	NA	NULL	NULL	NULL	NULL	fiindcă	NULL	NULL	keď	ko	zvino	goortay	como	NULL	walipokwisha	då	NULL	ప	nang	เม	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL
179	b.MAR.2.4b	when	aints	toe	tʉuya	duke	quia	واذ	երբ	aguer	NULL	като	NULL	kay	anae	NULL	ie	NULL	NULL	NA	ari	ⲟⲩⲟϩ	wè	když	da	da	wen	waato	NULL	NULL	kui	NULL	kun	comme	NULL	tra	NULL	NULL	δυναμενοι	ય	जब	NULL	mivel	NULL	þegar	NULL	NULL	NULL	jeawar	akken	NULL	무리를	cum	kad	NULL	NULL	NULL	व	သ	ल	quemaj	zag	da	NULL	huan	چون	satria	gdy	NULL	NA	NULL	NULL	NULL	NULL	fiindcă	NULL	NULL	keď	ko	zvino	goortay	como	NULL	walipokwisha	då	NULL	ప	nang	เม	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL
180	b.MAR.2.5a	when	NULL	toe	NULL	kur	quia	فلما	եւ	orduan	NULL	а	tek	ni	anae	NULL	mɨ	NULL	же	NA	NULL	ⲟⲩⲟϩ	NULL	NULL	da	da	te	NULL	ɩlɛna	kaj	kui	NULL	kun	NULL	NULL	tra	þan	καὶ	δε	NULL	NULL	NULL	NULL	waktu	er	NULL	hayet	NULL	tura	mi	NULL	NULL	cum	bet	NULL	tej	NULL	NULL	NULL	ल	ijcuac	NULL	da	ᐊᐲ	NULL	چون	nony	a	e	NA	NULL	aretak	NULL	kana	cînd	NULL	NULL	keď	ko	wakati	kolkuu	viendo	a	NULL	när	ܟܕ	ప	at	เม	NA	NULL	бачивши	cuando	NULL	bi	ke	NULL
181	b.MAR.2.8a	when	NULL	NULL	tai	por	NULL	شعر	NULL	NULL	NULL	като	ri	ni	NULL	NULL	NULL	ꭴꮩꮄꮀꮢ	NULL	NA	NULL	NULL	lè	to	NULL	NULL	wen	NULL	ɩlɛna	NULL	NULL	NULL	NULL	ayant	kagena	tra	NULL	ὁ	NULL	ય	NULL	NULL	NULL	waktu	NULL	avendo	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	bˈeˈx	NULL	NULL	NULL	ल	NULL	NULL	NULL	ᐃᑕᔥ	huan	NULL	NULL	NULL	logo	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ruuxiisuu	dándose	NULL	NULL	då	NULL	NULL	NULL	นเม	NA	geçeni	NULL	NULL	NULL	NULL	NULL	NULL
182	b.MAR.2.16a	when	jesús	toe	NULL	atëhërë	NULL	فلما	երբ	NULL	na	NULL	tek	NULL	anae	NULL	mɨ	NULL	NULL	NA	NA	NULL	NULL	NULL	da	NULL	wen	waato	NULL	NULL	kui	NULL	kun	NULL	NULL	tra	NULL	NULL	δε	NULL	NULL	NULL	mikor	NULL	NULL	NULL	hayet	NULL	tura	mi	ora	NULL	NULL	NULL	NULL	tej	no	NULL	အခ	ल	NULL	toen	da	NULL	NULL	چون	NULL	a	vendo	NA	NULL	NULL	jesús	kana	cînd	NULL	llig	NULL	ko	zvino	markay	cuando	NULL	basi	när	ܟܕ	NULL	nang	เม	NA	NULL	бачивши	cuando	NULL	bi	NULL	NULL
183	b.MAR.2.17a	when	tinamtai	toe	NULL	kur	jnda	فلما	երբ	eta	NULL	като	tek	ni	anae	見	mɨ	NULL	ꙇ	NA	NULL	NULL	lè	NULL	da	da	NA	waato	ɩlɛna	kaj	kui	ne	NULL	ayant	NULL	tra	NULL	καὶ	και	ય	NULL	čuvši	mikor	NULL	NULL	avendo	hayet	NULL	NULL	mi	NULL	NULL	NULL	un	NULL	tej	NULL	NULL	NULL	ल	quemaj	NULL	da	NULL	huan	چون	raha	NULL	NULL	NA	NULL	aretak	NULL	NULL	cînd	NULL	llig	keď	ko	wakati	goortuu	al	i	NULL	när	ܟܕ	ప	nang	คร	NA	NULL	NULL	cuando	NULL	noonu	NULL	NULL
184	b.MAR.2.20a	when	NULL	wanneer	NULL	kur	quia	حين	երբ	NULL	acõari	когато	tek	NULL	NULL	NULL	NULL	NULL	егда	NA	impoijiniquea	ϩⲟⲧⲁⲛ	lè	když	da	daß	NULL	kaŋ	ɩlɛna	kiam	mil	esi	jolloin	où	NULL	tra	þan	ὅταν	οταν	ય	NULL	kad	mikor	waktu	er	cui	yet	NULL	jesus	NULL	ora	NULL	cum	kad	kai	ajtzin	NULL	NULL	NULL	जब	ijcuac	NULL	da	ᐊᐲ	chiangin	که	hanalana	gdy	que	NA	NULL	aretak	NULL	NULL	cînd	когда	NULL	keď	ko	achazobviswa	NULL	cuando	kad	NULL	då	ܕܡܐ	ప	NULL	นจะมาถ	NA	NULL	коли	cuando	NULL	NULL	awoza	lapho
185	b.MAR.2.25a	when	NULL	toe	tai	kur	quia	حين	երբ	NULL	NULL	когато	tek	diha	anae	時	NULL	ꮷꮒꭼꮞꭾ	егда	NA	ari	ϩⲟⲧⲉ	lè	když	da	da	ɣɔn	waato	waatʋ	kiam	kui	esi	kun	lorsqu	NA	tra	þan	ὅτε	οτε	ય	जब	kad	mikor	ketika	þegar	quando	yet	ダビデとその供の者たちとが食物がなくて飢えたとき	NULL	asmi	NULL	때에	quando	kad	kai	tej	NULL	व	NULL	जब	ijcuac	toen	da	ᐊᐲ	lai	چون	raha	gdy	quando	NA	NA	aretak	imahoras	kana	cînd	когда	llig	keď	ko	musi	markuu	cuando	kad	wakati	när	ܟܕ	నప	nang	NULL	NA	NULL	як	cuando	NULL	ba	oko	mhla
186	b.MAR.3.5a	when	NULL	nadat	NULL	si	quia	NULL	NULL	NULL	NULL	като	xu	NULL	anae	NULL	NULL	ꭴꮠꮕꮴꭿꮓ	възърѣвъ	NA	jesoshi	NULL	lè	NULL	NULL	und	wen	waato	NULL	kiam	NULL	NULL	NULL	NULL	de	tra	NULL	καὶ	NULL	ય	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	tura	NULL	chora	NULL	NULL	NULL	NULL	NULL	NULL	व	အခ	ल	NULL	NULL	og	NULL	nungin	NULL	nony	NULL	NULL	NA	NULL	NULL	NULL	kana	NULL	NULL	NULL	NULL	NULL	wakati	goortuu	NULL	NULL	NULL	då	NULL	NULL	nang	NULL	NA	NULL	NULL	NULL	NULL	loolu	NULL	ebabuka
187	b.MAR.3.8a	when	jesús	toe	nokon	kur	quia	اذ	երբ	eguiten	NULL	като	ri	NULL	anae	見	mɨ	NULL	NULL	NA	NULL	NULL	NULL	NULL	da	NULL	NULL	waato	mpʋ	NULL	NULL	esi	kun	NULL	NULL	tra	NULL	πολύ	NULL	NULL	NULL	NULL	mikor	NULL	er	NULL	NULL	NULL	tura	mi	ora	근처에서	NULL	NULL	NULL	NULL	to	व	NULL	ग	hueycan	NA	da	NULL	huan	چون	NULL	NULL	NULL	NA	NULL	NULL	NULL	NULL	cînd	NULL	llig	keď	ko	vakati	goortii	porque	NULL	NULL	när	NULL	NULL	nang	เม	NA	NA	NULL	cuando	NULL	NULL	NULL	NULL
188	b.MAR.3.11a	when	NULL	as	tai	kur	NULL	حينما	երբ	NULL	acõari	когато	tek	inigkakita	anae	時	mɨ	ꭲᏻꮓ	егда	NA	NULL	ⲉϣⲱⲡ	fwa	jakž	når	wenn	te	waati	NULL	kiam	kui	nenye	kun	quand	orasi	tra	þan	ὅταν	οτε	ર	जब	čim	mikor	NULL	hvenær	quando	hayet	NULL	NULL	m	NULL	NULL	cum	NULL	NULL	aj	to	व	အခ	जब	NULL	wanneer	når	ᐊᐲ	NULL	چون	raha	gdy	quando	NA	NULL	aretak	NULL	NULL	cînd	когда	akud	keď	kadar	yakati	goortay	que	kad	NULL	när	ܡܐ	డ	NULL	อได	NA	NULL	як	cuando	wode	NULL	xa	nawomoya
189	b.MAR.3.21a	when	NULL	toe	tai	kur	jnda	ولما	երբ	haur	NULL	като	tek	ig	anae	NULL	mɨ	ꭺꮁꮝꮧꮓ	слꙑшавъше	NA	NULL	NULL	lè	NULL	da	da	wen	waato	ɩlɛna	NULL	kui	esi	kun	ayant	NULL	tra	NULL	NULL	οτε	NULL	जब	NULL	NULL	ketika	NULL	NULL	hayet	NULL	nuna	mi	ora	NULL	cum	kad	NULL	teˈ	no	NULL	NULL	ल	ijcuac	NULL	da	ᐊᐲ	huan	چون	raha	gdy	quando	NA	kara	aretak	caita	kana	cînd	NULL	NULL	keď	ko	vakati	goortay	cuando	čuvši	basi	nu	NULL	NULL	nang	เม	NA	NULL	прочувши	cuando	hegaa	bi	NULL	NULL
190	b.MAR.4.6a	when	NULL	toe	tai	kur	NULL	لما	երբ	NULL	NA	NULL	tek	pagsubang	anae	NULL	mɨ	NULL	слъньцоу	NA	ari	ϩⲟⲧⲉ	lè	když	da	da	wen	waato	ɩlɛna	kiam	kui	esi	noustua	quand	de	tra	at	ὅτε	οτε	ર	जब	kad	mikor	waktu	er	quando	yet	NULL	NULL	mi	orna	NULL	quando	kad	patekėjus	atzaj	no	NULL	အခ	जब	ijcuac	toen	da	ᐊᐲ	NULL	وچون	rehefa	gdy	saindo	NA	kamorani	aretak	NULL	kana	cînd	когда	llig	keď	ko	rakati	goortay	cuando	kad	lilipochomoza	när	ܟܕ	NULL	nang	เม	NA	doğunca	як	cuando	wode	bi	ithe	kwathi
191	b.MAR.4.10a	when	jesúsjai	toe	NULL	kur	jnda	ولما	երբ	NULL	NULL	NULL	tek	diha	anae	時	mɨ	NULL	гда	NA	impoiji	NULL	fin	když	da	da	wen	waato	kɔma	kiam	NA	megbe	kun	lorsqu	qabolo	tra	biþe	ὅτε	οτε	ર	जब	kad	mikor	ketika	þegar	quando	hayet	NULL	NULL	mi	NULL	때에	cum	kad	kai	NULL	ka	व	အခ	ल	ijcuac	NULL	da	ᐊᐲ	laiin	چون	raha	gdy	quando	NA	oti	aretak	tucujpí	kana	cînd	когда	llig	keď	ko	wakati	goortuu	cuando	kad	NULL	när	ܟܕ	నప	nang	เม	NA	NULL	як	cuando	yesuusi	loolu	xa	lapho
192	b.MAR.4.15a	when	NULL	sodra	NULL	pasi	NULL	NULL	NULL	NULL	NULL	като	tek	NULL	despues	NULL	mɨ	ꮏꮙꮓ	егда	NA	NULL	ⲉϣⲱⲡ	NULL	když	når	und	wen	NULL	ye	kiam	NULL	ne	kun	quand	NULL	tra	þan	ὅταν	οταν	ય	जब	NULL	mihelyest	mendengar	en	quando	lahwi	NULL	NULL	akken	chora	때에	cum	NULL	NULL	ajtzin	to	ज	သည	NULL	NULL	NULL	når	NULL	un	چون	rehefa	gdy	tendo	NA	NULL	NULL	huasha	kana	dupăce	когда	llig	keď	ko	kana	goortay	cuando	kad	ambapo	när	ܘܡܐ	NULL	nang	และเม	NA	tohumlara	як	NULL	wode	si	xa	nanxa
193	b.MAR.4.16a	when	NULL	as	tai	kur	NULL	حينما	երբ	eta	NULL	като	ri	NULL	anae	NULL	NULL	ꮏꮙ	егда	NA	NULL	NULL	lè	jakž	når	wenn	te	d	NULL	NULL	NA	NULL	kun	quand	NULL	erreish	þan	ὅταν	οταν	NULL	NULL	kad	NULL	NULL	NULL	quando	NULL	NULL	NULL	akken	NULL	때에	cum	kad	NULL	chˈiyxix	to	ह	NULL	NULL	NULL	NULL	når	ᐸᑲᑲᒥᑳᒃ	huan	چون	NULL	gdy	NULL	NA	kara	NULL	NULL	NULL	cînd	когда	NULL	keď	ko	kana	goortay	cuando	kad	NULL	när	ܕܡܐ	NULL	NULL	NULL	NA	NULL	як	NULL	NULL	bu	xa	NULL
194	b.MAR.4.17a	when	NA	as	tai	kur	NULL	اذا	երբ	denean	NA	като	tek	inig	anae	NULL	mɨ	ꮏꮙꮓ	ꙇ	NA	NULL	NULL	lè	když	når	wenn	te	NULL	NULL	kiam	kui	ne	kun	dès	gila	tra	biþe	γενομένης	οταν	NULL	NULL	kad	ha	NULL	er	sopraggiungere	yet	NULL	tura	mi	NULL	때에는	NULL	NULL	kokiam	NA	NULL	ह	အခ	जब	ijcuac	als	NULL	NULL	nungin	چون	rehefa	gdy	sobrevindo	NA	ane	aretak	NULL	kana	cum	когда	NULL	keď	ko	kana	goortii	cuando	kad	wakati	när	ܘܡܐ	NULL	NULL	NULL	NA	NA	як	cuando	wode	nag	kwakuhla	kuthi
195	b.MAR.4.29a	when	kinta	wanneer	tai	kur	quia	متى	երբ	NULL	i	когато	tek	na	yaguin	候	mɨ	ꮏꮙꮓ	егда	NA	ariorica	ⲉϣⲱⲡ	lè	když	når	wenn	wen	waato	ɩlɛna	kiam	kui	NULL	kun	que	de	tra	biþe	ὅταν	οταν	ર	जब	čim	mihelyt	kalau	er	quando	yet	NULL	NULL	mi	orna	NULL	cum	kad	derliui	ajtzin	ka	आल	အခ	जब	ijcuac	zodra	når	ᐊᐲ	chiangin	چون	rehefa	skoro	que	NA	kataha	aretak	NULL	kana	cînd	когда	ig	keď	ko	kana	goortii	cuando	kad	NULL	när	ܡܐ	నప	pagka	คร	NA	NULL	як	tichekejc	wode	bu	xa	nxa
196	b.MAR.4.31a	when	nuna	wanneer	NULL	kur	NULL	متى	երբ	NULL	i	когато	nitic	sa	anae	候	mɨ	NULL	егда	NA	NULL	ⲉⲧⲁⲩϣⲁⲛⲥⲁⲧⲥ	lè	když	når	wenn	te	waato	tuuki	kiam	kui	NULL	kun	lorsqu	NULL	tra	þan	ὅταν	οταν	ય	जब	kad	mikor	apabila	þegar	quando	NULL	NULL	araamua	m	tcojajecá	때에는	cum	NULL	dirvon	NULL	whakatokanga	NULL	အခ	NULL	oquitocac	NULL	når	ᑭᑎᑳᓀᔅ	un	وقتی	raha	gdy	quando	NA	NULL	aretak	NULL	NULL	cînd	когда	llig	keď	ko	kana	goortii	cuando	kad	NULL	när	ܕܡܐ	నప	NULL	NULL	NA	NULL	як	cuando	wode	bi	xa	nxa
197	b.MAR.4.32a	when	NULL	wanneer	tai	pasi	jnda	متى	երբ	NULL	na	когато	ri	NULL	anae	NULL	NULL	NULL	егда	NA	NULL	ⲉϣⲱⲡ	lè	když	når	wenn	te	d	tɛ	NULL	kui	ne	kun	lorsqu	NULL	tra	þan	ὅταν	αφου	ય	जब	NULL	mikor	kalau	að	appena	yet	NULL	NULL	mi	orna	심긴	cum	kad	NULL	ajtzin	ka	ह	NULL	जब	ijcuac	NA	når	NULL	nung	چون	rehefa	gdy	tendo	NA	ane	aretak	huasha	kana	după	когда	di	keď	ko	kana	goortii	vez	kad	ikisha	sedan	ܘܡܐ	తర	NULL	เม	NA	NA	як	cuando	NULL	boo	xa	nxa
198	b.MAR.4.34a	when	NA	NULL	tai	ndërsa	quia	NULL	NULL	NULL	NA	NULL	tek	NULL	anae	時	mɨ	NULL	же	NA	NULL	ⲇⲉ	lè	NULL	NULL	aber	wen	d	kɔma	NULL	isepäinis	ne	kun	NULL	yesus	tra	iþ	δὲ	NULL	NULL	NULL	NULL	NULL	kalau	þegar	NULL	yal	自分の弟子たちには	NULL	m	ora	때에	autem	NULL	kai	NULL	NULL	ह	NULL	जब	ijcuac	als	NULL	ᐊᐲ	NULL	NULL	raha	NULL	NULL	NA	ane	NULL	cuentacachu	kana	cînd	NULL	llig	NULL	NULL	NULL	markay	NULL	NULL	alipokuwa	när	ܕܝܢ	నప	NULL	เม	NA	NULL	ж	cuando	wode	bu	ke	NULL
199	b.MAR.4.35a	when	jesús	toe	NULL	si	quia	لما	NULL	NULL	NULL	когато	tek	NULL	anae	NULL	mɨ	ꮔꮅꮝꮤꮕ	NULL	NA	NULL	ⲉⲧⲁ	lè	když	da	NULL	te	waato	NULL	kiam	kui	esi	NULL	NULL	qabolo	tra	NULL	NULL	οτε	ય	जब	NULL	mint	NULL	NULL	NULL	NULL	さてその日	jesus	mi	ora	때에	cum	kad	atėjus	teˈ	i	NULL	NULL	NULL	ijcuac	toen	da	ᐊᐲ	huan	وقت	rehefa	gdy	quando	NA	NULL	aretak	NULL	kana	NULL	NULL	NULL	keď	ko	ava	goortii	al	NULL	NULL	om	NULL	నప	nang	NULL	NA	NULL	як	cuando	yesuusi	nag	NULL	NULL
200	b.MAR.4.36a	when	NULL	NULL	NULL	si	quia	NULL	NULL	NULL	NULL	като	NULL	na	NULL	NULL	cangotáamˈ	NULL	NULL	NA	itiancanajiri	NULL	NULL	nechavše	og	und	NULL	NULL	ɩlɛna	NULL	kui	NULL	NULL	après	kagena	tra	afletandans	ἀφέντες	αφησαντες	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	mi	chë	NULL	NULL	NULL	atleidę	bˈeˈx	ka	ह	NULL	हर	ijcuac	lieten	og	NULL	NULL	چون	rehefa	a	NULL	NA	NULL	NULL	NULL	kana	dupăce	и	NULL	zanechajúc	NULL	NULL	goortay	después	NULL	basi	NULL	ܟܕ	నప	NULL	เม	NA	NULL	NULL	NULL	NULL	NULL	ke	NULL
201	b.MAR.5.2a	when	NULL	toe	NULL	sapo	quia	ولما	երբ	NULL	na	NULL	tek	sa	anae	NULL	mɨ	NULL	излѣзъшоу	NA	NA	NULL	lè	jakž	da	als	wen	waato	ɩlɛna	kiam	kui	esi	kun	que	de	tra	usgaggandin	NULL	ως	ય	जब	čim	mint	NULL	NULL	NULL	hayet	NULL	kanunmaya	akken	tojánastjango	NULL	exeunti	NULL	NULL	NULL	NULL	NULL	သည	जब	ijcuac	NULL	da	NULL	nungin	چون	nony	gdy	logo	NA	NA	aretak	NULL	kana	cînd	когда	NULL	NULL	ko	wakati	goortuu	NULL	kad	NULL	då	ܘܟܕ	NULL	NULL	พอพระองค	NA	NULL	NULL	cuando	wode	bi	NULL	NULL
202	b.MAR.5.6a	when	NULL	toe	tai	kur	quia	فلما	երբ	çuenean	NULL	NULL	tek	sa	anae	NULL	mɨ	NULL	же	NA	NULL	NULL	lè	NULL	da	da	wen	waato	ɩlɛna	NULL	kui	esi	kun	ayant	de	tra	þan	NULL	NULL	ર	NULL	kad	mikor	ketika	þegar	NULL	yet	NULL	NULL	mi	ora	NULL	NULL	NULL	NULL	NULL	NULL	आल	NULL	जब	ijcuac	toen	da	NULL	huan	چون	nony	NULL	NULL	NA	NULL	aretak	NULL	kana	cînd	NULL	llig	keď	ko	NULL	goortuu	cuando	kad	NULL	när	ܟܕ	NULL	NULL	คร	NA	NULL	NULL	cuando	wode	bi	uthe	NULL
203	b.MAR.5.18a	when	jesús	toe	NULL	kur	xjeⁿ	ولما	երբ	NULL	na	когато	tek	nagsaka	anae	NULL	mɨ	NULL	NULL	NA	ari	NULL	antan	když	da	da	wen	waato	NULL	kiam	kui	esia	NULL	comme	kagena	tra	NULL	NULL	οτε	NULL	जब	kad	mikor	waktu	er	mentre	hayet	NULL	NULL	akken	ora	때에	cumque	kad	NULL	atzaj	no	व	NULL	ग	ijcuac	NULL	da	NULL	huan	چون	rehefa	gdy	entrando	NA	bula	NULL	jesús	kana	cînd	когда	NULL	keď	ko	wakati	NULL	mientras	kad	NULL	när	ܘܟܕ	నప	lumululan	เม	NA	NULL	як	cuando	NULL	bi	NULL	ukuba
204	b.MAR.5.21a	when	NULL	toe	NULL	kur	quia	ولما	երբ	NULL	NULL	когато	tek	na	anae	NULL	mɨ	NULL	NULL	NA	ari	ⲉⲧⲁϥⲓ	NULL	když	da	da	wen	waato	ɩlɛna	kiam	kui	esi	kun	NULL	kagena	tra	NULL	NULL	αφου	NULL	जब	kad	mikor	NULL	þegar	NULL	hayet	NULL	NULL	NULL	chents	NULL	cum	kad	NULL	teˈ	no	वर	NULL	NULL	ijcuac	toen	da	NULL	huan	چون	rehefa	gdy	tendo	NA	karata	aretak	chimbamanda	NULL	ce	когда	NULL	keď	ko	NULL	markii	cuando	kad	NULL	när	ܘܟܕ	డ	nang	มธ	NA	NULL	як	cuando	NULL	noonu	akubon	NULL
205	b.MAR.5.22a	when	NULL	toe	tai	kur	quia	ولما	երբ	çuenean	joroju	като	tek	sa	anae	NULL	mɨ	NULL	NULL	NA	NULL	NULL	lè	NULL	da	da	wen	kaŋ	ɩlɛna	NULL	NULL	NULL	NULL	ayant	NULL	tra	NULL	NULL	NULL	ય	NULL	jair	NULL	ketika	er	NULL	yet	NULL	NULL	akken	ora	NULL	NULL	NULL	NULL	NULL	ka	ह	အခ	NULL	ijcuac	NULL	da	ᐁᑮᐃᔑᓂᑳᓱᒡ	takin	چون	rehefa	NULL	logo	NA	NULL	aretak	NULL	kana	cum	NULL	llig	keď	ko	akati	markuu	cuando	NULL	NULL	när	ܘܟܕ	ప	NULL	และเม	NA	NULL	NULL	cuando	wode	naka	NULL	owathi
206	b.MAR.5.27a	when	NULL	NULL	NULL	kur	jnda	لما	երբ	hura	to	като	NULL	NULL	anae	NULL	mɨ	NULL	NULL	NA	NULL	NULL	NULL	NULL	da	da	wen	waato	ɩlɛna	NULL	NULL	megbe	NULL	NULL	NA	tra	NULL	ἀκούσασα	NULL	NULL	NULL	NULL	mikor	NULL	NULL	NULL	NULL	NULL	NULL	mi	chë	NULL	cum	NULL	NULL	kanin	no	व	သည	पछ	NULL	NULL	da	NULL	NULL	چون	rehefa	NULL	tendo	NA	NA	aretak	pactamusha	kana	NULL	NULL	NULL	keď	ko	wakati	markay	cuando	kad	NULL	NULL	ܟܕ	NULL	NULL	คร	NA	NULL	NULL	cuando	NULL	noonu	NULL	NULL
207	b.MAR.5.39a	when	nuna	toe	NULL	hyri	jnda	NULL	NULL	sarthuric	NULL	като	tek	NULL	anae	NULL	mɨ	NULL	въшедъ	NA	NULL	NULL	NULL	NULL	NULL	und	wen	waato	NULL	enirinte	NULL	NULL	käydessään	NULL	kagena	tra	NULL	NULL	εισελθων	NULL	तब	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	i	NULL	NULL	NULL	NULL	NULL	og	NULL	huan	NULL	rehefa	NULL	entrando	NA	kamesua	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ko	NULL	goortuu	al	NULL	NULL	NULL	NULL	NULL	pagkapasok	และเม	NA	NULL	ввійшовши	NULL	NULL	NULL	akungena	NULL
208	b.MAR.5.40a	when	NULL	NULL	NULL	NULL	quia	NULL	NULL	NULL	na	NULL	ri	NULL	NULL	NULL	mɨ	NULL	NULL	NA	NULL	NULL	lè	NULL	NULL	NULL	wen	waato	ɩlɛna	foriginte	kui	NULL	NULL	ayant	yadadala	tra	NULL	NULL	αφου	NULL	NULL	NULL	NULL	maka	NULL	NULL	lahwi	しかし	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ka	NULL	NULL	ल	quemaj	NULL	NULL	ᑲᑳᒋᐃᑯᒡ	un	NULL	NULL	NULL	tendo	NA	epe	NULL	NULL	kana	după	NULL	NULL	NULL	NULL	NULL	goortuu	NULL	NULL	basi	NULL	NULL	చ	nang	เม	NA	NULL	NULL	cuando	NULL	noonu	NULL	NULL
209	b.MAR.6.2a	when	NULL	toe	tai	kur	quia	ولما	երբ	cenean	NULL	когато	tek	NULL	anae	NULL	mɨ	NULL	бꙑвъши	NA	impoiji	ⲉⲧⲁϥϣⲱⲡⲓ	lè	když	da	da	te	waato	NULL	kiam	kui	NULL	kun	quand	NULL	tra	biþe	γενομένου	οτε	ય	नकर	kada	a	waktu	þegar	NULL	haxa	そして	NULL	akken	NA	NULL	facto	kad	NULL	teˈ	ka	ज	သ	हर	ijcuac	NULL	da	NULL	huan	چون	rehefa	gdy	chegando	NA	NULL	aretak	NULL	NULL	cînd	когда	llig	keď	ko	NULL	goortii	cuando	kad	NULL	när	NULL	నప	nang	NULL	NA	NULL	як	cuando	NULL	bi	NULL	NULL
210	b.MAR.6.11a	when	nuna	NULL	tai	kur	quia	NULL	երբ	eta	na	NULL	tek	NULL	NULL	候	lado	ꮏꮙ	ꙇсходѧште	NA	ari	NULL	NULL	NULL	NULL	da	te	waati	NULL	tiam	NULL	esia	oteta	NULL	de	tra	usgaggandans	NULL	NULL	NULL	NULL	poslušaju	NULL	NULL	er	NULL	NULL	NULL	tura	NULL	NA	때에	NULL	NULL	NULL	bˈeˈx	ina	व	သည	NULL	ijcuac	NULL	og	NULL	chiang	NULL	raha	NULL	saindo	NA	NULL	aretak	imahoras	kana	NULL	то	gis	NULL	NULL	NULL	goortaad	NULL	NULL	NULL	så	NULL	నప	NULL	เม	NA	NULL	NULL	NULL	NULL	NULL	NULL	nalapho
211	b.MAR.6.16a	when	NULL	toe	tai	kur	quia	لما	երբ	hori	na	NULL	tek	ni	anae	見	mɨ	NULL	NULL	NA	ari	NULL	lè	NULL	da	da	te	waati	ɩlɛna	tion	kui	NULL	kun	NULL	kagena	tra	þan	NULL	NULL	ય	NULL	NULL	NULL	ketika	þegar	NULL	hayet	ところが	NULL	mi	NA	NULL	NULL	NULL	NULL	tok	NULL	ह	သည	ल	ijcuac	NULL	da	ᐊᐲ	NULL	چون	rehefa	NULL	NULL	NA	NULL	aretak	caita	kana	cînd	NULL	llig	keď	ko	wakati	goortuu	cuando	kad	NULL	när	ܟܕ	NULL	nang	NULL	NA	NULL	NULL	cuando	wode	bi	oko	NULL
212	b.MAR.6.20a	when	NULL	nadat	tai	mbasi	chii	واذ	NULL	NULL	NA	NULL	tek	sa	anae	NULL	NULL	ꮎꮝꭹꮓ	NULL	NA	itsaroacaapinivetari	ⲟⲩⲟϩ	si	NULL	når	NULL	wen	waati	ye	NULL	NULL	nenye	kun	après	de	choyrle	NULL	NULL	NULL	ય	NULL	kad	NULL	kalau	þegar	se	hayet	NULL	NULL	m	NA	때에	NULL	to	kalbant	NULL	NULL	ज	အခ	ल	ijcuac	dat	når	ᐊᐲ	a	NULL	rehefa	NULL	ao	NA	ane	aretak	herodes	kana	cînd	NULL	akud	NULL	NULL	wakati	goortuu	al	NULL	baada	när	ܘܤܓܝܐܬܐ	నప	kung	เม	NA	zaman	NULL	NULL	NULL	bu	ke	nalapho
