	eng	acu	afr	ake	alb	amu	ara	arm	baq	bsn	bul	cak	ceb	cha	chi	chq	chr	chu	cjp	cni	cop	crp	cze	dan	deu	dik	dje	dop	epo	est	ewe	fin	fra	gbi	glv	got	grc	gre	guj	hin	hrv	hun	ind	isl	ita	jak	jap	jiv	kab	kbh	kor	lat	lav	lit	mam	mao	mar	mya	nep	nhg	nld	nor	ojb	pck	pes	plt	pol	por	pot	ppk	quc	quw	rom	rum	rus	shi	slk	slv	sna	som	spa	srp	ssw	swe	syr	tel	tgl	tha	tmh	tur	ukr	usp	wal	wol	xho	zul
b.MAT.27.2a	when	NULL	NULL	NULL	mbasi	NULL	NULL	NULL	NULL	viju	NULL	tek	NULL	anae	NULL	NULL	ꮏꮙꮓ	NULL	NA	ari	NULL	apre	NULL	NULL	NULL	wen	NULL	NULL	kaj	NULL	emegbe	NULL	après	gila	erreish	NULL	NULL	NULL	ય	NULL	NULL	NULL	NULL	NULL	NULL	lahwi	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	bˈeˈx	no	व	NULL	ल	ijcuac	na	NULL	ᑕᔥ	NULL	NULL	rehefa	NULL	NULL	ici	NULL	NULL	NULL	NULL	după	NULL	NULL	NULL	NULL	NULL	NULL	después	NULL	NULL	och	NULL	ప	NULL	NULL	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL
b.MAT.27.3a	when	NULL	toe	tʉuya	kur	quia	لما	NULL	hura	ajicõari	когато	tek	NULL	NULL	候	mɨ	NULL	NULL	NA	NULL	NULL	lè	NULL	NULL	da	te	cine	ɩlɛna	NULL	NULL	NULL	kun	NULL	orasi	tra	NULL	NULL	NULL	NULL	यह	kada	NULL	ketika	þegar	NULL	hayet	NULL	tura	mi	ora	NULL	NULL	NULL	NULL	tej	no	व	NULL	पछ	ijcuac	NULL	og	ᐊᐲ	NULL	چون	raha	NULL	NULL	ci	NULL	aretak	NULL	kana	cînd	NULL	llig	NULL	NULL	wakati	goortuu	al	NULL	NULL	när	ܟܕ	NULL	nang	เม	NA	NULL	NULL	cuando	wode	xamee	NULL	NULL
b.MAT.27.12a	when	NULL	terwyl	tai	NULL	NULL	NULL	երբ	içanic	na	когато	NULL	diha	anae	NULL	lajeeˇ	NULL	егда	NA	impoiji	NULL	NULL	když	da	da	te	waato	waatʋ	kiam	kui	NULL	kun	NULL	NULL	tra	miþþanei	ἐν	ενω	ય	जब	dok	mikor	waktu	NULL	mentre	NULL	しかし	NULL	NULL	NULL	NULL	cum	kad	NULL	NULL	NULL	व	NULL	जब	NA	NULL	NULL	ᑕᔥ	un	وچون	raha	gdy	ao	pic	NULL	NULL	NULL	kana	NULL	когда	NULL	kým	ko	wakati	goortii	siendo	kad	NULL	när	ܘܟܕ	నప	nang	เม	NA	NULL	як	NULL	NULL	NULL	ke	kwathi
b.MAT.27.17a	when	NULL	nadat	tai	kur	quia	NULL	երբ	NULL	acõari	като	NULL	NULL	anae	候	NULL	ꮏꮙ	NULL	NA	ari	NULL	lè	když	da	da	wen	za	ɩlɛna	kiam	kui	esi	kun	comme	NULL	tra	þan	NULL	ενω	NULL	जब	kad	mikor	waktu	NULL	mentre	yet	NULL	NULL	mi	ora	때에	NULL	kad	NULL	atzaj	no	ह	NULL	ग	ijcuac	NULL	da	NULL	NULL	چون	nony	gdy	estando	pic	kara	aretak	NULL	kana	cînd	когда	llig	keď	ko	vakati	goortay	estando	kad	NULL	när	ܘܟܕ	నప	nang	นเม	NA	NULL	як	cuando	NULL	ne	NULL	NULL
b.MAT.27.19a	when	NULL	terwyl	NULL	ndërsa	NULL	واذ	NULL	eta	NULL	като	tek	samtang	anae	候	NULL	NULL	же	NA	NULL	ⲇⲉ	antan	když	medens	da	wen	NULL	waatʋ	dum	kui	esi	kun	qu	de	erreish	þan	δὲ	ενω	ય	जब	dok	pedig	waktu	meðan	mentre	hayet	NULL	NULL	mi	NULL	NULL	autem	kad	NULL	NULL	NULL	ह	NULL	ल	ijcuac	terwijl	mens	NULL	huan	چون	raha	gdy	estando	pic	nto	aretak	NULL	kana	cînd	NULL	NULL	keď	ko	zvino	kolkuu	mientras	kad	NULL	medan	ܟܕ	నప	samantalang	ขณะเม	NA	NULL	як	NULL	NULL	bi	ukuba	NULL
b.MAT.27.24a	when	ainau	toe	NULL	duke	jnda	فلما	եւ	eta	acõari	като	tek	ni	anae	NULL	mɨ	NULL	же	NA	ari	ⲇⲉ	lè	NULL	da	da	wen	kaŋ	kɔma	NULL	kui	esi	kun	NULL	NULL	tra	NA	δὲ	και	ય	जब	kad	NULL	NULL	NULL	NULL	hayet	NULL	tura	mi	NULL	NULL	autem	bet	NULL	tej	NULL	NULL	NULL	ल	ijcuac	NULL	da	ᐊᐲ	a	چون	raha	NULL	ao	pic	NULL	aretak	NULL	kana	cînd	NULL	NULL	keď	ko	zvino	goortuu	cuando	kad	basi	när	ܕܝܢ	NULL	nang	เม	NA	NULL	бачивши	cuando	NULL	naka	uthe	NULL
b.MAT.27.26a	when	ainau	toe	NULL	mbasi	jnda	NULL	NULL	NULL	NULL	NULL	ri	tapus	an	NULL	NULL	NULL	же	NA	NULL	ⲇⲉ	NULL	NULL	lod	NULL	NULL	NULL	ɩlɛna	NULL	NULL	esi	NULL	après	gila	erreish	NA	δὲ	δε	ર	NULL	NULL	NULL	NULL	NULL	dopo	lahwi	NULL	tura	dɣa	NULL	NULL	NULL	bet	NULL	NULL	ka	ह	NULL	ल	NULL	NULL	NULL	NULL	a	NULL	NULL	NULL	NULL	ici	NULL	te	NULL	NULL	dupăce	NULL	NULL	NULL	ko	NULL	goortuu	después	NULL	NULL	sedan	NULL	నప	si	และเม	NA	NULL	NULL	NULL	NULL	NULL	ke	NULL
b.MAT.27.29a	when	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	sa	NULL	NULL	mɨ	NULL	NULL	NA	NULL	NULL	NULL	NULL	NULL	NULL	wen	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NA	NULL	NULL	ય	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	bayté	NULL	NULL	NULL	NULL	NULL	no	व	NULL	ल	NULL	NULL	og	NULL	huan	NULL	NULL	NULL	NULL	pic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	habiendo	NULL	NULL	NULL	NULL	డ	NULL	เม	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL
b.MAT.27.33a	when	NULL	NULL	NULL	kur	NULL	ولما	NULL	NULL	NULL	като	NULL	pag	anae	NULL	mɨ	NULL	NULL	NA	NULL	NULL	lè	NULL	da	da	te	waato	ɣʋ	veninte	kui	NULL	NULL	NULL	NULL	tra	NA	NULL	οτε	NULL	NULL	NULL	mikor	NULL	er	NULL	hayet	そして	NULL	mi	ora	NULL	NULL	NULL	NULL	NULL	NULL	व	NULL	NULL	ijcuac	toen	da	NULL	NULL	چون	rehefa	NULL	quando	pic	NULL	NULL	NULL	NULL	cînd	NULL	NULL	keď	ko	vakati	goortay	cuando	došavši	NULL	när	NULL	NULL	nang	เม	NA	NULL	NULL	cuando	NULL	NULL	NULL	NULL
b.MAT.27.34a	when	NULL	toe	tai	NULL	quia	ولما	երբ	NULL	NULL	като	tek	sa	anae	NULL	NULL	NULL	NULL	NA	NULL	ⲟⲩⲟϩ	lè	NULL	da	da	wen	waato	ɩlɛna	NULL	kui	esi	NULL	quand	NULL	tra	NA	NULL	NULL	ય	NULL	kad	NULL	sesudah	NULL	NULL	yet	NULL	tura	NULL	NULL	NULL	cum	NULL	NULL	atzaj	no	व	NULL	जब	ijcuac	NA	da	NULL	NULL	چون	nony	NULL	NULL	ici	oti	aretak	caita	kana	cînd	NULL	llig	keď	ko	wakati	goortuu	cuando	NULL	NULL	då	NULL	NULL	nang	เม	NA	NA	NULL	NULL	NULL	bi	NULL	kuthe
b.MAT.27.47a	when	NULL	NULL	tai	kur	quia	لما	երբ	hori	NULL	като	tek	NULL	NULL	見	ie	NULL	NULL	NA	NULL	NULL	NULL	NULL	og	da	wen	waato	ɩlɛna	NULL	kui	NULL	NULL	ayant	NULL	tra	NULL	NULL	NULL	ય	NULL	NULL	mint	NULL	er	NULL	NULL	NULL	NULL	NULL	ora	NULL	NULL	to	NULL	NULL	NULL	NULL	အခ	ल	NULL	NULL	da	NULL	NULL	چون	raha	NULL	NULL	pic	epe	NULL	caita	NULL	cînd	NULL	llig	keď	ko	NULL	goortay	cuando	NULL	NULL	när	ܟܕ	NULL	nang	เม	NA	NULL	NULL	cuando	hegaa	bi	NULL	NULL
b.MAT.27.50a	when	tinamtai	NULL	NULL	NULL	quia	NULL	NULL	NULL	NULL	като	tek	NULL	anae	NULL	NULL	NULL	же	NA	ari	ⲇⲉ	NULL	pak	NULL	NULL	wen	NULL	ɩlɛna	NULL	NULL	NULL	NULL	NULL	NULL	tra	NULL	δὲ	δε	NULL	तब	NULL	pedig	NULL	NULL	NULL	lahwi	NULL	NULL	NULL	NULL	NULL	autem	bet	NULL	NULL	ka	NULL	သ	NULL	NULL	NULL	NULL	ᑕᔥ	huan	NULL	rehefa	NULL	NULL	pic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	pa	zvino	goortuu	NULL	NULL	NULL	NULL	NULL	NULL	NULL	เม	NA	NULL	же	NULL	NULL	noonu	ke	NULL
b.MAT.27.54a	when	NULL	toe	NULL	kur	NULL	فلما	երբ	eta	NULL	NULL	chiriˈ	diha	anae	NULL	mɨ	ꮏꮙꮓ	же	NA	ari	ⲇⲉ	lè	tedy	da	NULL	wen	waato	ɩlɛna	kaj	kui	esi	kun	ayant	NULL	tra	NULL	ὁ	δε	NULL	NULL	NULL	NULL	waktu	þegar	NULL	hayet	NULL	tura	mi	NULL	NULL	NULL	NULL	NULL	aj	kitenga	व	NULL	NULL	ijcuac	NULL	da	ᐊᐲ	huan	چون	NULL	NULL	NULL	pic	NULL	aretak	NULL	NULL	cînd	NULL	llig	NULL	NULL	NULL	goortay	cuando	NULL	basi	när	NULL	NULL	nang	เม	NA	NULL	NULL	NULL	NULL	noonu	kaloku	NULL
b.MAT.27.57a	when	NULL	toe	NULL	si	NULL	ولما	երբ	cenean	agu	когато	tek	NULL	anae	NULL	mɨ	ꭴꮢꮓ	же	NA	ari	ⲉⲧⲁ	lè	když	da	NULL	wen	NULL	waatʋ	kiam	kui	esi	NULL	NULL	orasi	tra	þan	δὲ	οτε	ય	जब	NULL	mikor	NULL	NULL	NULL	NULL	NULL	NULL	mi	ora	때에	cum	vakaram	NULL	tej	ka	व	NULL	ल	ijcuac	NULL	da	ᐊᐲ	huan	چون	nony	gdy	NULL	pic	NULL	aretak	NULL	kana	NULL	когда	llig	keď	ko	zvino	goortay	al	kad	ilipokuwa	när	ܟܕ	నప	nang	NULL	NA	NULL	як	cuando	wode	ca	ke	NULL
b.MAT.27.59a	when	NULL	NULL	NULL	NULL	quia	NULL	NULL	NULL	NULL	като	NULL	NULL	NULL	NULL	NULL	NULL	ꙇ	NA	NULL	NULL	NULL	NULL	NULL	und	wen	NULL	ɩlɛna	NULL	NULL	NULL	NULL	NULL	kagena	tra	NULL	λαβὼν	NULL	ય	NULL	NULL	NULL	NULL	NULL	NULL	lahwi	NULL	NULL	NULL	NULL	NULL	NULL	kad	NULL	NULL	ka	NULL	သ	NULL	NULL	NULL	NULL	NULL	NULL	NULL	rehefa	a	NULL	ici	NULL	NULL	NULL	kana	NULL	NULL	NULL	NULL	NULL	NULL	goortuu	NULL	NULL	NULL	NULL	NULL	NULL	NULL	เม	NA	NULL	NULL	NULL	NULL	noonu	ke	NULL
b.MAT.28.11a	when	NULL	terwyl	NULL	ndërsa	NULL	NULL	երբ	NULL	na	когато	tek	NULL	anae	候	lajeeˇ	NULL	NULL	NA	ari	NULL	antan	když	medens	da	wen	NULL	NULL	dum	kui	esi	NULL	pendant	de	myr	NA	δὲ	ενω	ય	NULL	dok	NULL	sementara	meðan	mentre	lahwi	NULL	NULL	mi	NULL	NULL	cum	kad	NULL	tej	NULL	NULL	အခ	NULL	NULL	terwijl	mens	ᐁᐊᓂ	NULL	چون	nony	gdy	enquanto	NULL	NULL	NULL	NULL	NULL	cînd	когда	llig	keď	ko	NULL	NULL	NULL	kad	NULL	att	ܟܕ	ప	NULL	NULL	NA	NULL	як	cuando	NULL	ba	NULL	NULL
b.MAT.28.12a	when	NULL	nadat	tai	NULL	NULL	NULL	NULL	NULL	na	като	NULL	sa	anae	NULL	NULL	ꮎꮝꭹꮓ	ꙇ	NA	NULL	ⲟⲩⲟϩ	lè	NULL	NULL	und	wen	NULL	NULL	NULL	NULL	esi	NULL	après	NULL	tra	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	en	NULL	yet	NULL	NULL	mi	NULL	NULL	NULL	NULL	NULL	bˈeˈx	ka	NULL	NULL	NULL	ijcuac	dat	da	NULL	huan	NULL	rehefa	NULL	NULL	pic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	vakati	goortay	NULL	NULL	basi	sedan	NULL	ప	nang	เม	NA	NULL	NULL	NULL	NULL	noonu	bathe	NULL
b.MAT.28.17a	when	NULL	toe	tai	kur	NULL	ولما	երբ	NULL	NULL	като	tek	sa	anae	NULL	NULL	NULL	NULL	NA	NULL	NULL	lè	NULL	da	da	wen	waato	ɩlɛna	kiam	kui	NULL	kun	quand	NULL	tra	NA	NULL	NULL	ય	NULL	kad	mikor	waktu	NULL	quando	NULL	そして	NULL	mi	ora	NULL	NULL	NULL	NULL	tej	to	व	အခ	ल	ijcuac	toen	da	ᐊᐲ	huan	چون	nony	NULL	quando	NULL	NULL	aretak	NULL	kana	cînd	NULL	NULL	keď	ko	vakati	goortay	cuando	kad	NULL	när	ܘܟܕ	NULL	nang	และเม	NA	NULL	NULL	cuando	wode	bi	NULL	NULL
b.MAR.1.19a	when	jesús	toe	tai	mbasi	NULL	NULL	NULL	NULL	na	и	tek	sa	anae	NULL	mɨ	NULL	NULL	NA	NULL	NULL	NULL	NULL	da	da	wen	waato	ɩlɛna	NULL	NULL	esi	NULL	étant	kagena	tra	NULL	NULL	NULL	ય	जब	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	orna	NULL	NULL	NULL	NULL	teˈ	NULL	ज	NULL	जब	NULL	NULL	da	NULL	huan	NULL	rehefa	NULL	NULL	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	keď	NULL	NULL	markuu	al	NULL	NULL	när	ܘܟܕ	NULL	NULL	คร	NA	NULL	NULL	NULL	NULL	bi	NULL	NULL
b.MAR.1.26a	when	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	to	NULL	NULL	NULL	anae	NULL	mɨ	NULL	NULL	NA	ari	NULL	NULL	NULL	NULL	und	wen	NULL	ɩlɛna	NULL	NULL	NULL	NULL	NULL	de	tra	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	chora	NULL	NULL	NULL	NULL	NULL	ka	व	သည	त	NULL	NULL	NULL	NULL	huan	NULL	NULL	NULL	NULL	NA	me	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	goortii	NULL	NULL	basi	då	NULL	ప	NULL	และเม	NA	NULL	NULL	NULL	NULL	NULL	uthe	NULL
b.MAR.1.29a	when	jesús	toe	tai	sapo	jnda	ولما	NULL	NULL	NULL	NULL	tek	NULL	anae	NULL	mɨ	NULL	NULL	NA	ari	ⲉⲧⲁⲩⲓ	apre	NULL	da	NULL	wen	kaŋ	ɩlɛna	NULL	NULL	NULL	NULL	NULL	qabolo	NULL	NULL	NULL	NULL	ય	NULL	pošto	NULL	NULL	NULL	NULL	lahwi	NULL	nuyá	mi	NULL	NULL	NULL	NULL	NULL	tej	NULL	ह	NULL	ल	quemaj	NULL	og	NULL	huan	NULL	raha	NULL	NULL	NA	NULL	aretak	huasha	NULL	dupăce	NULL	llig	keď	NULL	vakati	kolkay	cuando	NULL	NULL	då	NULL	NULL	NULL	NULL	NA	NULL	NULL	cuando	yesuusi	xamee	NULL	NULL
b.MAR.1.32a	when	NULL	toe	NULL	NULL	jnda	اذ	երբ	NULL	NULL	като	tek	na	anae	候	mɨ	ꮏꮙ	егда	NA	NULL	ϩⲟⲧⲉ	apre	NULL	da	da	te	NULL	waatʋ	kiam	NULL	esi	kun	après	orasi	NULL	þan	ὅτε	οτε	ય	समय	kad	mikor	sesudah	þegar	dopo	haxa	NULL	NULL	mi	ora	때에	cum	kad	NULL	tej	i	NULL	NULL	NULL	ijcuac	na	da	ᐊᐲ	nungin	چون	NULL	gdy	tendo	NA	NULL	aretak	huasha	NULL	după	когда	llig	keď	ko	NULL	goortay	cuando	kad	NULL	när	ܕܝܢ	నప	nang	มธ	NA	NULL	як	cuando	NULL	bi	xa	kwathi
b.MAR.1.37a	when	NULL	toe	tai	kur	jnda	ولما	երբ	NULL	NULL	симон	tek	NULL	anae	見	mɨ	NULL	NULL	NA	NULL	ⲟⲩⲟϩ	lè	když	NULL	da	wen	kaŋ	kɔma	NULL	NULL	esi	NULL	quand	de	tra	NULL	NULL	NULL	ય	जब	kad	mikor	setelah	þegar	NULL	hayet	NULL	NULL	mi	ora	NULL	cum	kad	NULL	atzaj	ka	ह	NULL	NULL	ijcuac	NA	og	NULL	huan	چون	NULL	NULL	quando	NA	NULL	aretak	NULL	kana	cînd	NULL	llig	keď	ko	NULL	goortay	NULL	NULL	NULL	när	ܘܟܕ	NULL	NULL	เม	NA	NULL	NULL	cuando	NULL	bi	NULL	NULL
b.MAR.2.4a	when	aints	toe	tʉuya	duke	quia	واذ	երբ	aguer	NULL	като	NULL	kay	anae	NULL	ie	NULL	NULL	NA	ari	ⲟⲩⲟϩ	wè	když	da	da	wen	waato	NULL	NULL	kui	NULL	kun	comme	NULL	tra	NULL	NULL	NULL	ય	जब	NULL	mivel	NULL	þegar	NULL	NULL	NULL	jeawar	akken	NULL	무리를	cum	kad	NULL	NULL	NULL	व	သ	ल	quemaj	zag	da	NULL	huan	چون	satria	gdy	NULL	NA	NULL	NULL	NULL	NULL	fiindcă	NULL	NULL	keď	ko	zvino	goortay	como	NULL	walipokwisha	då	NULL	ప	nang	เม	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL
b.MAR.2.4b	when	aints	toe	tʉuya	duke	quia	واذ	երբ	aguer	NULL	като	NULL	kay	anae	NULL	ie	NULL	NULL	NA	ari	ⲟⲩⲟϩ	wè	když	da	da	wen	waato	NULL	NULL	kui	NULL	kun	comme	NULL	tra	NULL	NULL	NULL	ય	जब	NULL	mivel	NULL	þegar	NULL	NULL	NULL	jeawar	akken	NULL	무리를	cum	kad	NULL	NULL	NULL	व	သ	ल	quemaj	zag	da	NULL	huan	چون	satria	gdy	NULL	NA	NULL	NULL	NULL	NULL	fiindcă	NULL	NULL	keď	ko	zvino	goortay	como	NULL	walipokwisha	då	NULL	ప	nang	เม	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL
b.MAR.2.5a	when	NULL	toe	NULL	kur	quia	فلما	եւ	orduan	NULL	а	tek	ni	anae	NULL	mɨ	NULL	же	NA	NULL	ⲟⲩⲟϩ	NULL	NULL	da	da	te	NULL	ɩlɛna	kaj	kui	NULL	kun	NULL	NULL	tra	þan	καὶ	δε	NULL	NULL	NULL	NULL	waktu	er	NULL	hayet	NULL	tura	mi	NULL	NULL	cum	bet	NULL	tej	NULL	NULL	NULL	ल	ijcuac	NULL	da	ᐊᐲ	NULL	چون	nony	a	e	NA	NULL	aretak	NULL	kana	cînd	NULL	NULL	keď	ko	wakati	kolkuu	NULL	a	NULL	när	ܟܕ	ప	at	เม	NA	NULL	бачивши	cuando	NULL	bi	ke	NULL
b.MAR.2.8a	when	NULL	NULL	tai	por	NULL	NULL	NULL	NULL	NULL	като	ri	ni	NULL	NULL	NULL	ꭴꮩꮄꮀꮢ	NULL	NA	NULL	NULL	lè	NULL	NULL	NULL	wen	NULL	ɩlɛna	NULL	NULL	NULL	NULL	ayant	kagena	tra	NULL	ὁ	NULL	ય	NULL	NULL	NULL	waktu	NULL	avendo	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	bˈeˈx	NULL	NULL	NULL	ल	NULL	NULL	NULL	NULL	huan	NULL	NULL	NULL	logo	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	då	NULL	NULL	NULL	นเม	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL
b.MAR.2.16a	when	jesús	toe	NULL	NULL	NULL	فلما	երբ	NULL	na	NULL	tek	NULL	anae	NULL	mɨ	NULL	NULL	NA	NA	NULL	NULL	NULL	da	NULL	wen	waato	NULL	NULL	kui	NULL	kun	NULL	NULL	tra	NULL	NULL	δε	NULL	NULL	NULL	mikor	NULL	NULL	NULL	hayet	NULL	tura	mi	ora	NULL	NULL	NULL	NULL	tej	no	NULL	အခ	ल	NULL	toen	da	NULL	NULL	چون	NULL	a	vendo	NA	NULL	NULL	jesús	kana	cînd	NULL	llig	NULL	ko	zvino	markay	cuando	NULL	basi	när	ܟܕ	NULL	nang	เม	NA	NULL	бачивши	cuando	NULL	bi	NULL	NULL
b.MAR.2.17a	when	tinamtai	toe	NULL	kur	jnda	فلما	երբ	eta	NULL	като	tek	ni	anae	見	mɨ	NULL	ꙇ	NA	NULL	NULL	lè	NULL	da	da	NA	waato	ɩlɛna	kaj	kui	ne	NULL	ayant	NULL	tra	NULL	καὶ	και	ય	NULL	NULL	mikor	NULL	NULL	avendo	hayet	NULL	NULL	mi	NULL	NULL	NULL	un	NULL	tej	NULL	NULL	NULL	ल	quemaj	NULL	da	NULL	huan	چون	raha	NULL	NULL	NA	NULL	aretak	NULL	NULL	cînd	NULL	llig	keď	ko	wakati	goortuu	al	i	NULL	när	ܟܕ	ప	nang	คร	NA	NULL	NULL	cuando	NULL	noonu	NULL	NULL
b.MAR.2.20a	when	NULL	wanneer	NULL	kur	quia	حين	երբ	NULL	acõari	когато	tek	NULL	NULL	NULL	NULL	NULL	егда	NA	NULL	ϩⲟⲧⲁⲛ	lè	když	da	daß	NULL	kaŋ	ɩlɛna	kiam	mil	esi	jolloin	où	NULL	tra	þan	ὅταν	οταν	ય	NULL	kad	mikor	waktu	er	cui	yet	NULL	jesus	NULL	ora	NULL	cum	kad	kai	ajtzin	NULL	NULL	NULL	जब	ijcuac	NULL	da	ᐊᐲ	chiangin	که	NULL	gdy	que	NA	NULL	aretak	NULL	NULL	cînd	когда	NULL	keď	ko	NULL	NULL	cuando	kad	NULL	då	ܕܡܐ	ప	NULL	NULL	NA	NULL	коли	cuando	NULL	NULL	NULL	lapho
b.MAR.2.25a	when	NULL	toe	tai	kur	quia	حين	երբ	NULL	NULL	когато	tek	diha	anae	時	NULL	NULL	егда	NA	ari	ϩⲟⲧⲉ	lè	když	da	da	ɣɔn	waato	waatʋ	kiam	kui	esi	kun	lorsqu	NA	tra	þan	ὅτε	οτε	ય	जब	kad	mikor	ketika	þegar	quando	yet	NULL	NULL	asmi	NULL	때에	quando	kad	kai	tej	NULL	व	NULL	जब	ijcuac	toen	da	ᐊᐲ	lai	چون	raha	gdy	quando	NA	NA	aretak	imahoras	kana	cînd	когда	llig	keď	ko	musi	markuu	cuando	kad	wakati	när	ܟܕ	నప	nang	NULL	NA	NULL	як	cuando	NULL	ba	oko	mhla
b.MAR.3.5a	when	NULL	nadat	NULL	si	quia	NULL	NULL	NULL	NULL	като	xu	NULL	anae	NULL	NULL	NULL	NULL	NA	jesoshi	NULL	lè	NULL	NULL	und	wen	waato	NULL	kiam	NULL	NULL	NULL	NULL	de	tra	NULL	καὶ	NULL	ય	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	tura	NULL	chora	NULL	NULL	NULL	NULL	NULL	NULL	व	အခ	ल	NULL	NULL	og	NULL	nungin	NULL	nony	NULL	NULL	NA	NULL	NULL	NULL	kana	NULL	NULL	NULL	NULL	NULL	wakati	goortuu	NULL	NULL	NULL	då	NULL	NULL	nang	NULL	NA	NULL	NULL	NULL	NULL	loolu	NULL	NULL
b.MAR.3.8a	when	jesús	toe	nokon	kur	quia	اذ	երբ	eguiten	NULL	като	ri	NULL	anae	見	mɨ	NULL	NULL	NA	NULL	NULL	NULL	NULL	da	NULL	NULL	waato	mpʋ	NULL	NULL	esi	kun	NULL	NULL	tra	NULL	NULL	NULL	NULL	NULL	NULL	mikor	NULL	er	NULL	NULL	NULL	tura	mi	ora	NULL	NULL	NULL	NULL	NULL	to	व	NULL	ग	NULL	NA	da	NULL	huan	چون	NULL	NULL	NULL	NA	NULL	NULL	NULL	NULL	cînd	NULL	llig	keď	ko	vakati	goortii	porque	NULL	NULL	när	NULL	NULL	nang	เม	NA	NA	NULL	cuando	NULL	NULL	NULL	NULL
b.MAR.3.11a	when	NULL	as	tai	kur	NULL	حينما	երբ	NULL	acõari	когато	tek	NULL	anae	時	mɨ	ꭲᏻꮓ	егда	NA	NULL	ⲉϣⲱⲡ	fwa	jakž	når	wenn	te	waati	NULL	kiam	kui	nenye	kun	quand	orasi	tra	þan	ὅταν	οτε	ર	जब	čim	mikor	NULL	hvenær	quando	hayet	NULL	NULL	m	NULL	NULL	cum	NULL	NULL	aj	to	व	အခ	जब	NULL	wanneer	når	ᐊᐲ	NULL	چون	raha	gdy	quando	NA	NULL	aretak	NULL	NULL	cînd	когда	akud	keď	kadar	yakati	goortay	que	kad	NULL	när	ܡܐ	డ	NULL	NULL	NA	NULL	як	cuando	wode	NULL	xa	NULL
b.MAR.3.21a	when	NULL	toe	tai	kur	jnda	ولما	երբ	haur	NULL	като	tek	NULL	anae	NULL	mɨ	NULL	слꙑшавъше	NA	NULL	NULL	lè	NULL	da	da	wen	waato	ɩlɛna	NULL	kui	esi	kun	ayant	NULL	tra	NULL	NULL	οτε	NULL	जब	NULL	NULL	ketika	NULL	NULL	hayet	NULL	nuna	mi	ora	NULL	cum	kad	NULL	teˈ	no	NULL	NULL	ल	ijcuac	NULL	da	ᐊᐲ	huan	چون	raha	gdy	quando	NA	kara	aretak	caita	kana	cînd	NULL	NULL	keď	ko	vakati	goortay	cuando	čuvši	basi	nu	NULL	NULL	nang	เม	NA	NULL	NULL	cuando	hegaa	bi	NULL	NULL
b.MAR.4.6a	when	NULL	toe	tai	kur	NULL	لما	երբ	NULL	NA	NULL	tek	NULL	anae	NULL	mɨ	NULL	NULL	NA	ari	ϩⲟⲧⲉ	lè	když	da	da	wen	waato	ɩlɛna	kiam	kui	esi	NULL	quand	de	tra	at	ὅτε	οτε	ર	जब	kad	mikor	waktu	er	quando	yet	NULL	NULL	mi	orna	NULL	quando	kad	NULL	atzaj	no	NULL	အခ	जब	ijcuac	toen	da	ᐊᐲ	NULL	وچون	rehefa	gdy	saindo	NA	NULL	aretak	NULL	kana	cînd	когда	llig	keď	ko	rakati	goortay	cuando	kad	NULL	när	ܟܕ	NULL	nang	เม	NA	NULL	як	cuando	wode	bi	NULL	kwathi
